text,openness,conscientiousness,extraversion,agreeableness,neuroticism
I'm resilient and bounce back quickly from setbacks. I maintain an optimistic outlook on life. I stay calm and composed even under pressure. I enjoy being the center of attention and leading conversations. I thrive in team environments and collaborative projects.,0.2207635532669652,0.28919989466799106,0.6106419122474532,0.46892309266514093,0.1531967375003055
I love exploring new ideas and creative possibilities. Art and innovation fascinate me. I trust people and give them the benefit of the doubt. I worry about what others think of me. I work best when I can be flexible and spontaneous.,0.6489010651737936,0.44587521415255055,0.7976176648828687,0.7733590446464561,0.4664627594809679
I find myself drawn to creative pursuits and artistic expression. I set clear goals and work systematically to achieve them. I love traveling to new places and experiencing different cultures.,0.7324362168552191,0.6122423446039814,0.3660449533257882,0.5501262366957632,0.3734924098928887
"I value deep, meaningful connections over large social networks. I need time alone to recharge and reflect on my thoughts. I value freedom and creativity over strict schedules. I feel stressed easily and have trouble managing anxiety. I value competence and results over being liked. I compete to win and don't back down from challenges. I feel uncertain about this.",0.5723756744422668,0.19615240367294728,0.4467310855124672,0.3733074922483331,0.8417798684339124
I love traveling to new places and experiencing different cultures. I avoid conflict and try to maintain harmony in relationships. I set clear goals and work systematically to achieve them. I love meeting new people and social gatherings energize me. I'm resilient and bounce back quickly from setbacks. I always plan ahead and organize my tasks carefully. I'm comfortable speaking up in groups and sharing my ideas.,0.5520327641253624,0.6076280445854898,0.8258236356337434,0.6617500821972263,0.28770276634170106
I believe in cooperation and finding win-win solutions. I stay calm and composed even under pressure. I handle criticism well and don't take things personally. I prefer structured environments and clear expectations. I avoid conflict and try to maintain harmony in relationships. I feel cooperative about this.,0.576391458781662,0.5241805700817193,0.28048537119809536,0.8689630718015199,0.5923690521954336
"I work best when I can be flexible and spontaneous. I prioritize my own goals and needs first. I prefer familiar routines and predictable environments. I enjoy being the center of attention and leading conversations. I stay calm and composed even under pressure. I value freedom and creativity over strict schedules. I believe in being direct and honest, even if it's uncomfortable.",0.45303957159704206,0.28698517199318235,0.6404460019633091,0.11537344862660691,0.43888392392090986
"I believe in being direct and honest, even if it's uncomfortable. I always plan ahead and organize my tasks carefully. I often worry about things that might go wrong. I value tradition and established ways of doing things. I get excited about networking and building relationships. I'm skeptical of others' motives and prefer to verify claims.",0.1928038131981827,0.6458065967158992,0.5807948931448221,0.2189932378655156,0.6999176718434836
"I prefer quiet, intimate conversations with close friends. I believe in being direct and honest, even if it's uncomfortable. I tend to be moody and my emotions change frequently.",0.6701693399626959,0.19603432235828344,0.5425842736141645,0.3055793147262912,0.7773827243402718
I'm resilient and bounce back quickly from setbacks. I get excited about networking and building relationships. I prefer to keep my options open rather than committing to rigid plans.,0.39627781046450694,0.26182594060882197,0.8666236896828864,0.4482746121847089,0.2888303459047361
I focus on realistic goals and tangible outcomes. I believe in cooperation and finding win-win solutions. I value tradition and established ways of doing things. I need time alone to recharge and reflect on my thoughts. I believe in proven methods and established practices. I maintain an optimistic outlook on life. I have a stable mood and rarely get upset.,0.4446145817620293,0.6491558019807387,0.04728536838267637,0.6686285638247648,0.35428747103128316
I set clear goals and work systematically to achieve them. I enjoy abstract thinking and philosophical discussions about life and meaning. I believe in discipline and maintaining high standards.,0.4490865496778508,0.8170966098450464,0.41648379964467275,0.47928948330192234,0.12989686482710242
I need time alone to recharge and reflect on my thoughts. I worry about what others think of me. I often feel overwhelmed by life's challenges.,0.4957155922470832,0.5817390727502381,0.33735361858576995,0.5602043813026645,0.6755112031942895
"I value freedom and creativity over strict schedules. I prefer quiet, intimate conversations with close friends. I value tradition and established ways of doing things.",0.30133587847265686,0.22852068491683258,0.23696998526452698,0.7303356967193678,0.36054782286837905
I'm resilient and bounce back quickly from setbacks. I maintain an optimistic outlook on life. I value tradition and established ways of doing things. I prefer to keep my options open rather than committing to rigid plans. I thrive in team environments and collaborative projects. I feel enthusiastic about this.,0.4747266526274051,0.2639636196590994,0.9307010464253156,0.2950148727706543,0.27525494062255984
I worry about what others think of me. I find myself drawn to creative pursuits and artistic expression. I trust people and give them the benefit of the doubt. I always try to help others and put their needs first.,0.5610931931398135,0.16326610148211113,0.3814636542575961,0.5164838586949472,0.6130724059317538
"I believe in proven methods and established practices. I prefer practical, concrete solutions to everyday problems. I maintain an optimistic outlook on life.",0.19598453471292573,0.3128620828036105,0.15267435479472993,0.4059845885522776,0.316353013445354
"I believe in being direct and honest, even if it's uncomfortable. I work best when I can be flexible and spontaneous. I'm skeptical of others' motives and prefer to verify claims. I feel concerned about this.",0.8499991563965268,0.5324325699337114,0.3836421700697246,0.2982374058769255,0.7502502493275993
I often feel overwhelmed by life's challenges. I enjoy abstract thinking and philosophical discussions about life and meaning. I'm compassionate and empathetic toward others' feelings. I take responsibility seriously and always follow through. I always try to help others and put their needs first. I feel kind about this.,0.6129627478754325,0.6998250169718822,0.4898583236791087,0.931725201312765,0.6565880312139886
"I prioritize my own goals and needs first. I believe in being direct and honest, even if it's uncomfortable. I'm skeptical of others' motives and prefer to verify claims. I stay calm and composed even under pressure.",0.5163417227726115,0.9714490769525667,0.25460202884435634,0.5916709624071361,0.4930014136262112
I enjoy abstract thinking and philosophical discussions about life and meaning. I prefer to keep my options open rather than committing to rigid plans. I need time alone to recharge and reflect on my thoughts. I prioritize my own goals and needs first. I find inspiration in the moment and go with the flow. I stay calm and composed even under pressure. I value freedom and creativity over strict schedules. I feel creative about this.,0.7749835610825081,0.27552969933527327,0.5493779841707835,0.2863571885125115,0.07453022741291203
I prefer structured environments and clear expectations. I'm compassionate and empathetic toward others' feelings. I believe in cooperation and finding win-win solutions. I trust people and give them the benefit of the doubt. I avoid conflict and try to maintain harmony in relationships. I feel imaginative about this.,0.7285580854281665,0.8045731528468368,0.5912315840777671,0.724411411191012,0.8318571018501094
I work best when I can be flexible and spontaneous. I'm compassionate and empathetic toward others' feelings. I get excited about networking and building relationships. I value tradition and established ways of doing things. I always try to help others and put their needs first. I prefer familiar routines and predictable environments.,0.33141001447898993,0.323630826822982,0.7373278148845324,0.7433896784750984,0.4646302898686605
I maintain an optimistic outlook on life. I handle criticism well and don't take things personally. I believe in cooperation and finding win-win solutions. I avoid conflict and try to maintain harmony in relationships. I feel unique about this.,0.7506071426798151,0.3025802394193276,0.34845251878675765,0.8295867379728585,0.16594393483485909
I worry about what others think of me. I often worry about things that might go wrong. I trust people and give them the benefit of the doubt. I take responsibility seriously and always follow through.,0.2262805504738826,0.604607522254586,0.49580664394465396,0.6211068138637151,0.5641187268940759
I avoid conflict and try to maintain harmony in relationships. I enjoy being the center of attention and leading conversations. I thrive in team environments and collaborative projects. I love meeting new people and social gatherings energize me. I believe in discipline and maintaining high standards. I prefer structured environments and clear expectations. I set clear goals and work systematically to achieve them. I feel innovative about this.,0.7386083901700712,0.9450247246428907,0.963726624894219,0.8684887410376914,0.5729019132537587
"I prefer to keep my options open rather than committing to rigid plans. I'm always curious about different perspectives and unconventional approaches. I often feel overwhelmed by life's challenges. I prefer quiet, intimate conversations with close friends. I find inspiration in the moment and go with the flow. I'm skeptical of others' motives and prefer to verify claims.",0.6553050387523544,0.4272960500705352,0.40150897362005156,0.1817736597624674,0.6691931261115958
I maintain an optimistic outlook on life. I always try to help others and put their needs first. I need time alone to recharge and reflect on my thoughts. I believe in proven methods and established practices. I feel careful about this.,0.10302945874373887,0.7185166092487918,0.5997483606713152,0.5897709707205354,0.06926122546625191
I stay calm and composed even under pressure. I handle criticism well and don't take things personally. I maintain an optimistic outlook on life. I'm comfortable speaking up in groups and sharing my ideas. I have a stable mood and rarely get upset. I take responsibility seriously and always follow through. I feel kind about this.,0.15993122193727222,0.5029024439043128,0.509105550341705,0.7583126356147739,0.15576242949523988
I find myself drawn to creative pursuits and artistic expression. I believe in discipline and maintaining high standards. I maintain an optimistic outlook on life.,0.5719655370898136,0.8032907075457634,0.12092466133935117,0.09293206757109473,0.2674588695159565
I always try to help others and put their needs first. I tend to be moody and my emotions change frequently. I value freedom and creativity over strict schedules. I adapt quickly to changing situations and new opportunities. I feel stressed easily and have trouble managing anxiety.,0.48094818208459383,0.26104104570210857,0.3648962491455618,0.521482669837072,0.7325365927954703
"I tend to be moody and my emotions change frequently. I work best in peaceful, focused environments. I compete to win and don't back down from challenges.",0.7923864311344624,0.8346982900545189,0.16015141031730104,0.5853237228662687,0.7750659018540443
"I value competence and results over being liked. I value deep, meaningful connections over large social networks. I work best in peaceful, focused environments. I value tradition and established ways of doing things. I compete to win and don't back down from challenges. I prefer practical, concrete solutions to everyday problems.",0.20312959063884456,0.07104236120258042,0.2976104314551988,0.24820474894658492,0.6106390976357572
"I'm compassionate and empathetic toward others' feelings. I adapt quickly to changing situations and new opportunities. I value deep, meaningful connections over large social networks. I value freedom and creativity over strict schedules.",0.8177810866185752,0.07619468762177081,0.5934491901104966,0.8003806329738674,0.25419853653425734
"I value competence and results over being liked. I stay calm and composed even under pressure. I believe in being direct and honest, even if it's uncomfortable. I'm resilient and bounce back quickly from setbacks. I maintain an optimistic outlook on life. I love meeting new people and social gatherings energize me. I love traveling to new places and experiencing different cultures.",0.7153083396214707,0.25816666975936947,0.5854401152838584,0.43622798603813046,0.22558553981594434
I prefer listening to others rather than dominating conversations. I value tradition and established ways of doing things. I prefer familiar routines and predictable environments. I believe in cooperation and finding win-win solutions. I trust people and give them the benefit of the doubt.,0.07619231114261325,0.6467750552276139,0.4965138959959581,0.43876839037345255,0.16610153784354928
I'm skeptical of others' motives and prefer to verify claims. I handle criticism well and don't take things personally. I get excited about networking and building relationships. I'm resilient and bounce back quickly from setbacks. I feel outgoing about this.,0.6155394153259467,0.37220558424256545,0.8666469364062777,0.2383251985479352,0.04835314884234689
I work best when I can be flexible and spontaneous. I believe in cooperation and finding win-win solutions. I love meeting new people and social gatherings energize me. I often feel overwhelmed by life's challenges. I find inspiration in the moment and go with the flow. I tend to be moody and my emotions change frequently. I trust people and give them the benefit of the doubt.,0.07805480948206897,0.35795578147355905,0.5563210184776166,0.6794959360011815,0.7682196935063706
I worry about what others think of me. I enjoy abstract thinking and philosophical discussions about life and meaning. I'm compassionate and empathetic toward others' feelings. I tend to be moody and my emotions change frequently. I love exploring new ideas and creative possibilities. Art and innovation fascinate me.,0.4144194080278485,0.8248143584097521,0.30490259865492403,0.6717839692839412,0.523326432630112
I love traveling to new places and experiencing different cultures. I love exploring new ideas and creative possibilities. Art and innovation fascinate me. I find inspiration in the moment and go with the flow. I have a stable mood and rarely get upset. I'm skeptical of others' motives and prefer to verify claims. I prefer to keep my options open rather than committing to rigid plans. I feel enthusiastic about this.,0.4677365619322581,0.22537741810193074,0.8932320073172834,0.19954647910586548,0.2088922108410399
I maintain an optimistic outlook on life. I adapt quickly to changing situations and new opportunities. I stay calm and composed even under pressure. I handle criticism well and don't take things personally.,0.2327086754381592,0.42130346207404895,0.18132596292571468,0.11180617507395162,0.343588451566577
"I prefer structured environments and clear expectations. I believe in being direct and honest, even if it's uncomfortable. I'm skeptical of others' motives and prefer to verify claims. I prefer familiar routines and predictable environments. I set clear goals and work systematically to achieve them. I value deep, meaningful connections over large social networks. I work best in peaceful, focused environments.",0.12976624775751514,0.5127990873629779,0.15733377766486648,0.29012087633047495,0.5632302874246847
I value freedom and creativity over strict schedules. I work best when I can be flexible and spontaneous. I always try to help others and put their needs first. I adapt quickly to changing situations and new opportunities. I often worry about things that might go wrong. I find inspiration in the moment and go with the flow. I feel artistic about this.,0.7278987919062638,0.4539316872787041,0.3214578572019898,0.6846426674202503,0.6371613993641425
"I prefer structured environments and clear expectations. I prioritize my own goals and needs first. I compete to win and don't back down from challenges. I focus on realistic goals and tangible outcomes. I worry about what others think of me. I prefer practical, concrete solutions to everyday problems.",0.21441555867429676,0.64888918985205,0.9380865826320632,0.15742447165430265,0.49343039330816973
I feel stressed easily and have trouble managing anxiety. I prefer listening to others rather than dominating conversations. I prefer familiar routines and predictable environments. I believe in cooperation and finding win-win solutions.,0.28878352116287465,0.5710496386434695,0.047613009221115984,0.685510345271333,0.47587093610400705
"I adapt quickly to changing situations and new opportunities. I prefer familiar routines and predictable environments. I prefer practical, concrete solutions to everyday problems. I often worry about things that might go wrong. I thrive in team environments and collaborative projects. I worry about what others think of me.",0.4707302728056508,0.26002010022036115,0.9348597892972589,0.4686792403795439,0.6289313599025284
I trust people and give them the benefit of the doubt. I adapt quickly to changing situations and new opportunities. I believe in cooperation and finding win-win solutions. I love traveling to new places and experiencing different cultures. I find inspiration in the moment and go with the flow. I feel kind about this.,0.605577338917511,0.32076628388238404,0.5677308190004051,0.8563877943665131,0.7502327489011039
"I find inspiration in the moment and go with the flow. I often worry about things that might go wrong. I value deep, meaningful connections over large social networks. I believe in proven methods and established practices.",0.3850166675727082,0.5895422999825489,0.5030779447772145,0.3589046453102581,0.7257991042372574
"I believe in proven methods and established practices. I set clear goals and work systematically to achieve them. I'm comfortable speaking up in groups and sharing my ideas. I prefer practical, concrete solutions to everyday problems. I thrive in team environments and collaborative projects.",0.3605274682600336,0.45235970988657037,0.4436812511781607,0.7385327093498505,0.7238803123397296
"I believe in being direct and honest, even if it's uncomfortable. I believe in discipline and maintaining high standards. I compete to win and don't back down from challenges. I thrive in team environments and collaborative projects. I'm comfortable speaking up in groups and sharing my ideas. I often worry about things that might go wrong. I focus on realistic goals and tangible outcomes.",0.30323899491911493,0.6349917378221028,0.6170901691946549,0.37600022445340975,0.6702662910411625
I trust people and give them the benefit of the doubt. I believe in proven methods and established practices. I take responsibility seriously and always follow through. I focus on realistic goals and tangible outcomes. I tend to be moody and my emotions change frequently. I'm compassionate and empathetic toward others' feelings.,0.1202288689302917,0.6713694670678152,0.36775255616176,0.5503479175062815,0.5676036172433727
"I handle criticism well and don't take things personally. I value deep, meaningful connections over large social networks. I maintain an optimistic outlook on life. I focus on realistic goals and tangible outcomes. I work best in peaceful, focused environments. I'm compassionate and empathetic toward others' feelings. I believe in cooperation and finding win-win solutions. I feel organized about this.",0.2435097627420342,0.7092320692136173,0.18835970151419232,0.8872107305304786,0.3798923585987012
"I find myself drawn to creative pursuits and artistic expression. I maintain an optimistic outlook on life. I value deep, meaningful connections over large social networks. I feel creative about this. I feel thorough about this.",0.8635040599569564,0.7185000979965588,0.3921871528253332,0.5400760583467528,0.3815625077469612
I'm resilient and bounce back quickly from setbacks. I adapt quickly to changing situations and new opportunities. I enjoy being the center of attention and leading conversations.,0.6937698911774367,0.5688114134633426,0.4169936030101415,0.3564685433063182,0.41985840199639024
I'm always curious about different perspectives and unconventional approaches. I love traveling to new places and experiencing different cultures. I worry about what others think of me. I set clear goals and work systematically to achieve them. I feel unique about this.,0.7005083105659392,0.6894893118341198,0.7362242662063659,0.29108883283511194,0.4064744312090679
I prefer familiar routines and predictable environments. I trust people and give them the benefit of the doubt. I prefer to keep my options open rather than committing to rigid plans. I often worry about things that might go wrong. I work best when I can be flexible and spontaneous.,0.19318220184546406,0.1443149946772922,0.6183943007421927,0.7793865409676597,0.527959039360469
I handle criticism well and don't take things personally. I adapt quickly to changing situations and new opportunities. I thrive in team environments and collaborative projects. I work best when I can be flexible and spontaneous. I love exploring new ideas and creative possibilities. Art and innovation fascinate me. I stay calm and composed even under pressure. I trust people and give them the benefit of the doubt.,0.6511486564963402,0.43572818575302374,0.644694338675015,0.49164500866013894,0.5381707464244763
I stay calm and composed even under pressure. I enjoy being the center of attention and leading conversations. I value tradition and established ways of doing things. I compete to win and don't back down from challenges.,0.2929067773187378,0.7154854971744723,0.7333396990495171,0.5613467198145342,0.49972483477667085
I prioritize my own goals and needs first. I'm resilient and bounce back quickly from setbacks. I compete to win and don't back down from challenges. I believe in proven methods and established practices. I value freedom and creativity over strict schedules. I work best when I can be flexible and spontaneous. I get excited about networking and building relationships.,0.30126766431593127,0.5772157537425855,0.8840574596383042,0.4292002303612151,0.4082736740843877
I feel stressed easily and have trouble managing anxiety. I work best when I can be flexible and spontaneous. I prioritize my own goals and needs first. I feel worried about this.,0.6733309797573771,0.3338690524835259,0.9173430754397165,0.180144439327766,0.9367772387498754
"I value freedom and creativity over strict schedules. I compete to win and don't back down from challenges. I work best in peaceful, focused environments. I often worry about things that might go wrong.",0.5769008386713412,0.46981502942512077,0.39378521237533065,0.516043313287675,0.6710868077533741
I value competence and results over being liked. I find inspiration in the moment and go with the flow. I feel stressed easily and have trouble managing anxiety. I compete to win and don't back down from challenges. I feel innovative about this.,0.8630597457895496,0.224187585305088,0.6209115033219166,0.338018075048582,0.5546837265351203
"I tend to be moody and my emotions change frequently. I worry about what others think of me. I feel stressed easily and have trouble managing anxiety. I value deep, meaningful connections over large social networks. I believe in cooperation and finding win-win solutions.",0.4800323079805794,0.7702602526299562,0.5760088016684003,0.5483124778458137,0.9916769746821927
I stay calm and composed even under pressure. I believe in proven methods and established practices. I'm comfortable speaking up in groups and sharing my ideas.,0.28770860238246043,0.4298787779097613,0.5266219723037665,0.11307053194486219,0.15148326434705653
I tend to be moody and my emotions change frequently. I thrive in team environments and collaborative projects. I love meeting new people and social gatherings energize me. I often worry about things that might go wrong. I always try to help others and put their needs first. I believe in cooperation and finding win-win solutions.,0.36873979747197555,0.5027035024389185,0.6230142581333719,0.49717957082139197,0.8919079526325759
"I take responsibility seriously and always follow through. I always plan ahead and organize my tasks carefully. I need time alone to recharge and reflect on my thoughts. I prefer practical, concrete solutions to everyday problems. I focus on realistic goals and tangible outcomes. I prefer familiar routines and predictable environments. I avoid conflict and try to maintain harmony in relationships. I feel thorough about this. I feel concerned about this.",0.3208364653914574,0.7119103376055781,0.3987548226818126,0.6887410251436862,0.7888843051563843
I trust people and give them the benefit of the doubt. I adapt quickly to changing situations and new opportunities. I work best when I can be flexible and spontaneous. I love traveling to new places and experiencing different cultures. I always try to help others and put their needs first.,0.5443457470368632,0.49209675333313563,0.3781526059680582,0.718156460488618,0.2517190576428901
"I believe in being direct and honest, even if it's uncomfortable. I value competence and results over being liked. I'm always curious about different perspectives and unconventional approaches. I always plan ahead and organize my tasks carefully. I prioritize my own goals and needs first. I need time alone to recharge and reflect on my thoughts.",0.6763671871879579,0.45663525571574326,0.5145106468689143,0.1748458005171275,0.44793032980057285
"I prioritize my own goals and needs first. I value competence and results over being liked. I'm resilient and bounce back quickly from setbacks. I believe in discipline and maintaining high standards. I prefer quiet, intimate conversations with close friends.",0.27455009738984815,0.8601045739578361,0.23763107234698272,0.4060849456748112,0.22599140559236341
"I love traveling to new places and experiencing different cultures. I worry about what others think of me. I avoid conflict and try to maintain harmony in relationships. I'm compassionate and empathetic toward others' feelings. I value deep, meaningful connections over large social networks. I always plan ahead and organize my tasks carefully. I believe in cooperation and finding win-win solutions.",0.6028779475396063,0.8162231161596933,0.24739045740172302,0.732533596801556,0.500283912520035
I trust people and give them the benefit of the doubt. I handle criticism well and don't take things personally. I value tradition and established ways of doing things. I avoid conflict and try to maintain harmony in relationships.,0.22412336088398574,0.757898240984108,0.6813841543632435,0.620672220503664,0.3248894434671741
"I value deep, meaningful connections over large social networks. I always try to help others and put their needs first. I focus on realistic goals and tangible outcomes.",0.20461875831849108,0.23408695688438963,0.4873952541919475,0.6425022889262949,0.8075473202065291
I love meeting new people and social gatherings energize me. I prefer structured environments and clear expectations. I thrive in team environments and collaborative projects. I believe in cooperation and finding win-win solutions. I'm comfortable speaking up in groups and sharing my ideas. I always try to help others and put their needs first. I'm compassionate and empathetic toward others' feelings.,0.31837863372831565,0.6415343738405975,0.4674915808712096,0.7587644801611417,0.833805332421753
I enjoy being the center of attention and leading conversations. I get excited about networking and building relationships. I trust people and give them the benefit of the doubt. I'm compassionate and empathetic toward others' feelings. I feel exciting about this. I feel cooperative about this.,0.7396869944522195,0.45230338728106695,0.7286449463207002,0.9146666117346364,0.47174480081603337
"I prefer practical, concrete solutions to everyday problems. I work best when I can be flexible and spontaneous. I'm compassionate and empathetic toward others' feelings.",0.3367934443688983,0.37669481974603297,0.27285883463339594,0.7418448227598726,0.6052996743714562
I'm always curious about different perspectives and unconventional approaches. I worry about what others think of me. I find inspiration in the moment and go with the flow. I'm comfortable speaking up in groups and sharing my ideas.,0.5296001796952632,0.33285269161324516,0.938248253680546,0.6723680200974045,0.6713461378488538
"I compete to win and don't back down from challenges. I always plan ahead and organize my tasks carefully. I believe in being direct and honest, even if it's uncomfortable. I believe in proven methods and established practices. I love meeting new people and social gatherings energize me.",0.26425538752314437,0.6207427763394895,0.6164626495764364,0.511479179013363,0.2857323586045122
"I adapt quickly to changing situations and new opportunities. I work best in peaceful, focused environments. I value competence and results over being liked. I'm skeptical of others' motives and prefer to verify claims. I value tradition and established ways of doing things. I prefer familiar routines and predictable environments.",0.11300147575462631,0.2878985594128036,0.4592247348360126,0.38169571741444325,0.3520281102077615
"I prefer quiet, intimate conversations with close friends. I find myself drawn to creative pursuits and artistic expression. I'm always curious about different perspectives and unconventional approaches. I value competence and results over being liked. I feel unique about this.",0.8194947282609281,0.5731300726550782,0.26382952216477135,0.014130034364654423,0.7665182615037301
"I prefer practical, concrete solutions to everyday problems. I enjoy being the center of attention and leading conversations. I often worry about things that might go wrong. I believe in proven methods and established practices.",0.1740835746384783,0.7551397533116699,0.7188630566185182,0.18777456025752112,0.6983744823431096
"I prefer quiet, intimate conversations with close friends. I prefer listening to others rather than dominating conversations. I always try to help others and put their needs first.",0.6398996388070868,0.34191978008139406,0.40557393547883386,0.5842147559219493,0.3507335970264428
"I need time alone to recharge and reflect on my thoughts. I prefer listening to others rather than dominating conversations. I always try to help others and put their needs first. I value tradition and established ways of doing things. I prefer familiar routines and predictable environments. I value deep, meaningful connections over large social networks. I believe in cooperation and finding win-win solutions.",0.375488144264051,0.8735516011703154,0.21500473549630789,0.6782979434404626,0.8621922166486732
I focus on realistic goals and tangible outcomes. I prefer familiar routines and predictable environments. I worry about what others think of me. I feel systematic about this.,0.2440534095364786,0.8662086334337367,0.36760373871393554,0.24710156688210985,0.7729158640726937
I'm skeptical of others' motives and prefer to verify claims. I stay calm and composed even under pressure. I maintain an optimistic outlook on life.,0.5512993741211136,0.1798840510472093,0.9177378620138701,0.2005763790159459,0.373240687791509
"I handle criticism well and don't take things personally. I prefer listening to others rather than dominating conversations. I focus on realistic goals and tangible outcomes. I value freedom and creativity over strict schedules. I trust people and give them the benefit of the doubt. I value deep, meaningful connections over large social networks.",0.06543695858856068,0.15429279956196876,0.38101904842202106,0.5932138603526589,0.19522537103106147
I value freedom and creativity over strict schedules. I work best when I can be flexible and spontaneous. I find myself drawn to creative pursuits and artistic expression. I feel creative about this.,0.8195573377797264,0.20643365406940048,0.44490142349820877,0.6148676025224191,0.5169957852184001
I value freedom and creativity over strict schedules. I feel stressed easily and have trouble managing anxiety. I often feel overwhelmed by life's challenges. I believe in cooperation and finding win-win solutions. I prefer listening to others rather than dominating conversations. I tend to be moody and my emotions change frequently. I always try to help others and put their needs first.,0.2856685273346647,0.3742732163732999,0.38443456777654283,0.7611350638992769,0.8506535870661477
"I find inspiration in the moment and go with the flow. I value deep, meaningful connections over large social networks. I believe in cooperation and finding win-win solutions. I feel anxious about this.",0.7007162930571211,0.40092755273769876,0.4591925493149889,0.7339469343064857,0.8055390672608904
"I work best in peaceful, focused environments. I often feel overwhelmed by life's challenges. I often worry about things that might go wrong. I feel systematic about this.",0.6388633887941999,0.7260380501885995,0.3914482166286889,0.40252476294800976,0.6333927693630758
I value freedom and creativity over strict schedules. I prefer familiar routines and predictable environments. I find inspiration in the moment and go with the flow. I focus on realistic goals and tangible outcomes. I handle criticism well and don't take things personally.,0.29425310441643343,0.2233979857393506,0.5826706501533104,0.8144925489752313,0.3211041162121856
I'm compassionate and empathetic toward others' feelings. I stay calm and composed even under pressure. I'm resilient and bounce back quickly from setbacks. I trust people and give them the benefit of the doubt. I believe in cooperation and finding win-win solutions. I avoid conflict and try to maintain harmony in relationships.,0.30208781758146613,0.518785509469885,0.3023645498733664,0.5881455497537358,0.45037723554185893
